id,term
c13w.,Salbutamol 2.5mg/2.5mL nebulisation unit
c13x.,Salbutamol 200micrograms inhalation capsule
c13y.,Salbutamol 400micrograms inhalation capsule
c13z.,Salbutamol 100mg/20mL nebuliser solution
c14..,Terbutaline sulphate [respiratoty use]
c141.,Bricanyl 5mg tablet
c142.,Bricanyl 1.5mg/5mL s/f syrup
c143.,Bricanyl 500micrograms/1mL injection
c144.,Bricanyl 250micrograms inhaler
c145.,Bricanyl 250micrograms inhaler refill
c146.,Bricanyl 250micrograms spacer inhaler
c147.,Bricanyl 5mg/2mL Respule
c148.,Bricanyl 100mg/10mL nebuliser solution
c149.,Bricanyl SA 7.5mg m/r tablet
c14a.,Monovent 5mg tablet
c14b.,Monovent 1.5mg/5mL syrup
c14c.,Monovent SA 7.5mg m/r tablet
c14e.,Bricanyl 2.5mg/5mL intravenous infusion
c14f.,Bricanyl 500micrograms Turbohaler
c14g.,Terbutaline 500micrograms inhaler
c14h.,Terbutaline sulphate 2.5mg/5mL intravenous infusion
c14i.,Terbutaline sulphate 200mg/20mL nebuliser solution
c14j.,Terbutaline sulph 500mcg breath-actuated dry powder inhaler
c14k.,Bricanyl 200mg/20mL respirator solution
c14r.,Terbutaline sulphate 5mg tablet
c14s.,Terbutaline sulphate 500micrograms/1mL injection
c14t.,Terbutaline sulphate 250micrograms inhaler
c14u.,Terbutaline sulphate 250micrograms inhaler refill
c14v.,Terbutaline sulphate 250micrograms spacer inhaler
c14w.,Terbutaline sulphate 5mg/2mL nebulisation unit
c14x.,Terbutaline sulphate 100mg/10mL nebuliser solution
c14y.,Terbutaline sulphate 7.5mg m/r tablet
c14z.,Terbutaline sulphate 1.5mg/5mL syrup
c15..,Fenoterol hydrobromide
c151.,Berotec 200 inhaler
c152.,Berotec 100mg/20mL nebuliser solution
c153.,Berotec 100 inhaler
c154.,Fenoterol hydrobromide 100micrograms inhaler
c15y.,Fenoterol hydrobromide 200micrograms inhaler
c15z.,Fenoterol hydrobromide 100mg/20mL nebuliser solution
c16..,Pirbuterol
c161.,Exirel 10mg capsule
c162.,Exirel 15mg capsule
c163.,Exirel 7.5mg/5mL syrup
c164.,Exirel 200micrograms inhaler
c16w.,Pirbuterol 10mg capsule
c16x.,Pirbuterol 15mg capsule
c16y.,Pirbuterol 7.5mg/5mL syrup
c16z.,Pirbuterol 200micrograms inhaler
c17..,Reproterol hydrochloride
c171.,Bronchodil 20mg tablet
c172.,Bronchodil 10mg/5mL elixir
c173.,Bronchodil 500micrograms inhaler
c174.,Bronchodil 10mg/mL respirator solution
c17w.,Reproterol 20mg tablet
c17x.,Reproterol 10mg/5mL elixir
c17y.,Reproterol hydrochloride 500micrograms inhaler
c17z.,Reproterol 10mg/mL respirator solution
c18..,Rimiterol hydrobromide
c181.,Pulmadil 200micrograms inhaler
c182.,Pulmadil 200micrograms autohaler
c183.,Pulmadil Auto 200micrograms refill cannister
c184.,Rimiterol 200micrograms breath-actuated aerosol inhaler
c18y.,Rimiterol hydrobromide 200micrograms inhaler
c18z.,Rimiterol 200micrograms auto refill cannister
c19..,Salmeterol product
c191.,Salmeterol 25micrograms inhaler
c192.,Serevent 25micrograms inhaler
c193.,Serevent 50micrograms/blister disks+diskhaler
c194.,Serevent 50micrograms/blister disks refill
c195.,Salmeterol 50micrograms/blister disks+disk inhaler
c196.,Salmeterol 50micrograms/blister disks refill
c197.,Salmeterol 50micrograms breath-actuated dry powder inhaler
c198.,Serevent 50micrograms Accuhaler
c199.,Serevent 25micrograms Evohaler
c19A.,NEOVENT 25micrograms CFC-free inhaler
c19B.,VERTINE 25micrograms CFC-free inhaler
c19z.,Salmeterol 25micrograms CFC-free inhaler
c1A1.,Steri-Neb Saline nebulisation unit
c1B..,Bambuterol hydrochloride
c1B1.,Bambec 10mg tablet
c1B2.,Bambec 20mg tablet
c1B3.,Bambuterol hydrochloride 10mg tablet
c1B4.,Bambuterol hydrochloride 20mg tablet
c1C..,Formoterol
c1C1.,Formoterol fumarate 12micrograms inhalation capsules+inhaler
c1C2.,Foradil 12micrograms inhalation capsules+inhaler
c1C3.,Formoterol fumarate 6micrograms breath-act dry powder inh
c1C4.,Formoterol fumarate 12micrograms breath-act dry powder inh
c1C5.,Oxis 6micrograms Turbohaler
c1C6.,Oxis 12micrograms Turbohaler
c1C7.,Atimos Modulite 12micrograms metered dose inhaler
c1C8.,FORMOTEROL EASYHALER 12micrograms breath-act dry powder inh
c1Cy.,FORMOTEROL FUMARATE DIHYDRATE 12mcg breath-act dry pdr inh
c1Cz.,Formoterol fumarate dihydrate 12mcg metered dose inhaler
c1D..,Salmeterol+fluticasone propionate
c1D1.,Seretide 100 Accuhaler
c1D2.,Seretide 250 Accuhaler
c1D3.,Seretide 500 Accuhaler
c1D4.,Seretide 50 Evohaler
c1D5.,Seretide 125 Evohaler
c1D6.,Seretide 250 Evohaler
c1D7.,SIRDUPLA 25micrograms/125micrograms inhaler
c1D8.,SIRDUPLA 25micrograms/250micrograms inhaler
c1D9.,AIRFLUSAL FORSPIRO 50micrograms/500micrograms pdr inhaler
c1Du.,Salmeterol+fluticasone propionate 25mcg/50mcg CFC-free inh
c1Dv.,Salmeterol+fluticasone propionate 25mcg/125mcg CFC-free inh
c1Dw.,Salmeterol+fluticasone propionate 25mcg/250mcg CFC-free inh
c1Dx.,Salmeterol+fluticasone propionate 50mcg/100mcg b-act pdr inh
c1Dy.,Salmeterol+fluticasone propionate 50mcg/250mcg b-act pdr inh
c1Dz.,Salmeterol+fluticasone propionate 50mcg/500mcg b-act pdr inh
c1E..,Salbutamol [inhalation preparations 2]
c1E1.,Salamol Easi-Breathe 100mcg CFC-free breath-act aerosol inh
c1E2.,Pulvinal Salbutamol 200mcg breath-act dry powder inhaler
c1E3.,Ventodisks 200micrograms diskhaler 15x8
c1E4.,Ventodisks 400micrograms diskhaler 15x8
c1E5.,Ventodisks 200micrograms disk refill 15x8
c1E6.,Ventodisks 400micrograms disk refill 15x8
c1E7.,Easyhaler Salbutamol 100mcg breath-actuated dry powder inh
c1E8.,Easyhaler Salbutamol 200mcg breath-actuated dry powder inh
c1E9.,SALBULIN NOVOLIZER 100micrograms cartridge and inhaler
c1EA.,SALBUTAMOL 100micrograms dry powder cartridge and inhaler
c1EB.,SALBULIN NOVOLIZER 100micrograms dry powder cartridge refill
c1EC.,SALBUTAMOL 100micrograms dry powder cartridge refill
c1ED.,VENTOLIN 50mg/10mL respirator solution
c1EE.,SALBUTAMOL 50mg/10mL respirator solution
c1a..,Tulobuterol hydrochloride
c1a1.,Tulobuterol hydrochloride 2mg tablet
c1a2.,Brelomax 2mg tablet
c1a3.,Respacal 2mg tablet
c1a4.,Tulobuterol hydrochloride 1mg/5mL s/f liquid
c1a5.,Respacal 1mg/5mL s/f liquid
c1b..,INDACATEROL
c1b1.,ONBREZ BREEZHALER 150micrograms inhalation capsules+inhaler
c1b2.,INDACATEROL 150micrograms inhalation capsules+inhaler
c1b3.,ONBREZ BREEZHALER 300micrograms inhalation capsules+inhaler
c1b4.,INDACATEROL 300micrograms inhalation capsules+inhaler
c1c..,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE
c1c1.,FLUTIFORM 50micrograms/5micrograms inhaler
c1c2.,FLUTIFORM 125micrograms/5micrograms inhaler
c1c3.,FLUTIFORM 250micrograms/10micrograms inhaler
c1cx.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 250mcg/10mcg inh
c1cy.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 125mcg/5mcg inh
c1cz.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 50mcg/5mcg inh
c1d..,OLODATEROL
c1d1.,STRIVERDI RESPIMAT 2.5micrograms inhaler
c1d2.,OLODATEROL 2.5micrograms inhaler
c1e..,INDACATEROL+GLYCOPYRRONIUM
c1e1.,ULTIBRO BREEZHALER 85mcg/43mcg inh powder capsules+inhaler
c1e2.,INDACATEROL+GLYCOPYRRONIUM 85mcg/43mcg inh powder caps+inh
c3...,Anticholinergic bronchodilators
c31..,Ipratropium bromide product
c311.,Atrovent 20micrograms inhaler
c312.,Atrovent 500micrograms/2mL nebuliser solution unit dose vial
c313.,Atrovent Forte 40micrograms inhaler
c314.,Atrovent 250micrograms/1mL nebuliser solution unit dose vial
c315.,Atrovent 20micrograms Autohaler
c316.,Steri-Neb Ipratropium 250micrograms/1mL nebulisation unit
c317.,Steri-Neb Ipratropium 500micrograms/2mL nebulisation unit
c318.,Atrovent 40micrograms Aerocap
c319.,Atrovent 40micrograms Aerocap+Aerohaler device
c31A.,Ipratropium bromide 40micrograms inhalation capsule
c31B.,Ipratropium bromide 40micrograms capsule+inhaler device
c31C.,Respontin 250micrograms/1mL Nebule
c31D.,Respontin 500micrograms/2mL Nebule
c31E.,Tropiovent 250micrograms/1mL Steripoule
c31F.,Tropiovent 500micrograms/2mL Steripoule
c31G.,Atrovent 20micrograms CFC-free inhaler
c31t.,Ipratropium bromide 20micrograms CFC-free inhaler
c31u.,Ipratropium bromide 20mcg breath-actuated aerosol inhaler
c31v.,Ipratropium bromide 250micrograms/1mL nebuliser solution
c31w.,Ipratropium bromide 500micrograms/2mL nebuliser solution
c31x.,Ipratropium bromide 20micrograms inhaler
c31z.,Ipratropium bromide 40micrograms inhaler
c32..,Oxitropium bromide
c321.,Oxitropium 100micrograms/dose inhaler 200dose
c322.,Oxivent 100micrograms/dose inhaler 200dose
c323.,Oxivent 100micrograms Autohaler
c324.,Oxitropium bromide 100mcg breath-actuated aerosol inhaler
c33..,Tiotropium
c331.,Tiotropium 18micrograms inhalation capsule
c332.,Tiotropium 18micrograms capsule+inhaler device
c333.,TIOTROPIUM 2.5micrograms inhalation carts+inhaler device
c33x.,SPIRIVA RESPIMAT 2.5mcg cartridges+Respimat inhaler device
c33y.,Spiriva Combopack 18mcg cap+HandiHaler inhlaler device
c33z.,Spiriva 18micrograms inhalation capsule
c34..,ACLIDINIUM
c341.,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler
c342.,ACLIDINIUM 322micrograms/dose dry powder inhaler
c35..,UMECLIDINIUM
c351.,INCRUSE ELLIPTA 55micrograms/dose dry powder inhaler
c352.,UMECLIDINIUM 55micrograms/dose dry powder inhaler
c4...,Xanthine bronchodilators
c41..,Aminophylline
c411.,Aminophylline 100mg tablet
c412.,Aminophylline 250mg/10mL injection
c413.,Aminophylline 500mg/2mL injection
c414.,Aminophylline 50mg suppository
c415.,Aminophylline 100mg suppository
c416.,Aminophylline 150mg suppository
c417.,Aminophylline 180mg suppository
c418.,Aminophylline 360mg suppository
c419.,Theodrox tablet
c41A.,Norphyllin 100mg tablet
c41B.,Norphyllin SR 225mg m/r tablet
c41C.,Norphyllin SR 350mg m/r tablet
c41a.,Phyllocontin Continus 225mg m/r tablet
c41b.,Phyllocontin Continus Forte 350mg m/r tablet
c41c.,Phyllocontin Continus 100mg paediatric m/r tablet
c41d.,Aminophylline 225mg m/r tablet
c41e.,Pecram 225mg m/r tablet
c41f.,Aminophylline 350mg m/r tablet
c41g.,Aminophylline 100mg m/r tablet
c41h.,Amnivent 225 SR m/r tablet
c41i.,Amnivent 350 SR m/r tablet
c41j.,Min-I-Jet Aminophylline 250mg/10mL prefilled syringe
c41k.,Aminophylline 250mg/10mL prefilled syringe
c41m.,Aminophylline hydrate 225mg m/r tablet
c42..,Choline theophyllinate
c421.,Choledyl 100mg tablet
c422.,Choledyl 200mg tablet
c423.,Choledyl 62.5mg/5mL syrup
c424.,Sabidal SR-270 424mg m/r tablet
c42w.,Choline theophyllinate 100mg tablet
c42x.,Choline theophyllinate 200mg tablet
c42y.,Choline theophyllinate 62.5mg/5mL syrup
c42z.,Choline theophyllinate 424mg m/r tablet
c43..,Theophylline product
c431.,Biophylline 125mg/5mL syrup
c432.,Nuelin 125mg tablet
c433.,Nuelin 60mg/5mL liquid
c434.,Lasma 300mg m/r tablet
c435.,Nuelin SA 175mg m/r tablet
c436.,Nuelin SA-250 m/r tablet
c437.,Pro-Vent 300mg m/r capsule
c438.,Slo-Phyllin 60mg m/r capsule
c439.,Slo-Phyllin 125mg m/r capsule
c43A.,Theophylline 200mg/10mL injection
c43B.,Theophylline 10mg/5mL s/f oral solution
c43a.,Slo-Phyllin 250mg m/r capsule
c43b.,Theo-Dur 200mg m/r tablet
c43c.,Theo-Dur 300mg m/r tablet
c43d.,Theograd 350mg m/r tablet
c43e.,Uniphyllin Continus 400mg m/r tablet
c43f.,Uniphyllin Continus 200mg m/r tablet
c43g.,Labophylline 200mg/10mL injection
c43h.,Uniphyllin Continus 300mg m/r tablet
c43i.,Biophylline 350mg m/r tablet
c43j.,Biophylline 500mg m/r tablet
c43k.,Theophylline 500mg m/r tablet
c43m.,Theophylline 125mg/5mL syrup
c43n.,Theophylline 125mg tablet
c43o.,Theophylline 60mg/5mL liquid
c43p.,Theophylline 175mg m/r tablet
c43q.,Theophylline 250mg m/r tablet
c43r.,Theophylline 300mg m/r capsule
c43s.,Theophylline 60mg m/r capsule
c43t.,Theophylline 125mg m/r capsule
c43u.,Theophylline 250mg m/r capsule
c43v.,Theophylline 200mg m/r tablet
c43w.,Theophylline 300mg m/r tablet
c43x.,Theophylline 350mg m/r tablet
c43y.,Theophylline 400mg m/r tablet
c43z.,Theophylline 200mg tablet
c5...,Compound bronchodilators
c51..,Compound bronchodilators A-Z
c516.,Bricanyl compound tablet
c517.,Bricanyl Expectorant elixir
c51A.,Fenoterol+ipratropium 100micrograms/40micrograms inhaler
c51B.,Fenoterol+ipratropium 100mcg/40mcg breath-act aerosl inhaler
c51C.,Salbutamol+ipratropium 100micrograms/20micrograms inhaler
c51D.,Combivent inhaler
c51E.,Combivent Unit Dose Vial
c51F.,Salbutamol+ipratropium 2.5mg/500mcg nebulisation unit
c51G.,SALIPRANEB nebuliser solution 2.5mL
c51H.,IPRATROPIUM BROMIDE+SALBUTAMOL 500mcg/2.5mg nebuliser soln
c51I.,ANORO ELLIPTA 55micrograms/22micrograms dry powder inhaler
c51J.,UMECLIDINIUM+VILANTEROL 55mcg/22mcg dry powder inhaler
c51K.,DUAKLIR GENUAIR 340micrograms/12micrograms powder inhaler
c51L.,ACLIDINIUM+FORMOTEROL FUMARATE DIHYD 340mcg/12mcg pdr inh
c51M.,SPIOLTO RESPIMAT 2.5micrograms/2.5micrograms inhaler
c51N.,TIOTROPIUM+OLODATEROL 2.5micrograms/2.5micrograms inhaler
c51i.,Duovent inhaler
c51t.,Franol tablet
c51u.,Franol Plus tablet
c51v.,Duovent UDV nebuliser solution 4mL
c51w.,Fenoterol hydrobr+ipratropium br 500mcg/1.25mg neb unit 4mL
c51x.,Duovent Autohaler
c51y.,Ambiguous code-duplicated issue (new code x060n)
c51z.,Ephedrine sulphate+theophylline 15mg/120mg tablet
c52..,Bronchodilators + sedative
c521.,Franol old tablet
c522.,Franol Plus old tablet
c523.,Franol Expectorant elixir
c53..,COMPOUND BRONCHODILATORS [1]
c531.,IPRAMOL STERI-NEB 2.5mg/500micrograms nebuliser soln 2.5mL
c61..,Beclometasone dipropionate [respiratory use]
c611.,Becloforte 250micrograms inhaler
c612.,Becotide 50 inhaler
c613.,Becotide 100micrograms Rotacap
c614.,Becotide 200micrograms Rotacap
c615.,Becotide Rotahaler
c616.,Becotide 50micrograms/1mL nebuliser solution
c617.,Becotide 100 inhaler
c619.,Becodisk 100micrograms diskhaler 14x8
c61A.,Beclometasone dipropionate 400mcg/blister disks+disk inh
c61B.,Beclometasone dipropionate 400mcg/blister disks refill
c61C.,Beclomethasone dipropionate 250mcg inh+spacer(large volume)
c61D.,Beclometasone diprop 50mcg breath-actuated aerosol inhaler
c61E.,Beclometasone diprop 250mcg breath-actuated aerosol inhaler
c61F.,Beclometasone diprop 100mcg breath-actuated aerosol inhaler
c61G.,Filair 50 inhaler
c61H.,Filair 100micrograms inhaler
c61J.,Filair Forte 250micrograms inhaler
c61K.,Beclazone 50 inhaler
c61L.,Beclazone 100 inhaler
c61M.,Beclazone 250 inhaler
c61N.,Beclazone 50 Easi-Breathe inhaler
c61O.,Beclazone 100 Easi-Breathe inhaler
c61P.,Beclazone 250 Easi-Breathe inhaler
c61Q.,Becloforte Integra 250micrograms inhaler+compact spacer
c61R.,Becloforte Integra 250micrograms refill
c61S.,Beclomethasone dipropionate 250mcg inh+compact spacer
c61T.,Beclomethasone dipropionate 250mcg compact spacer refill
c61U.,Beclometasone rotahaler device
c61V.,Beclomethasone dipropionate 50mcg vortex metered dose inh
c61W.,Asmabec 50micrograms Spacehaler
c61X.,Beclomethasone dipropionate 100mcg vortex metered dose inh
c61Y.,Asmabec 100micrograms Spacehaler
c61Z.,Beclomethasone dipropionate 250mcg vortex metered dose inh
c61a.,Becodisk 200micrograms diskhaler 14x8
c61b.,Becotide 400micrograms Rotacap
c61c.,Becodisk 100micrograms disk refill 14x8
c61d.,Becodisk 200micrograms disk refill 14x8
c61e.,Becodisk 400micrograms diskhaler 7x8
c61f.,Becodisk 400micrograms disk refill 7x8
c61g.,Becloforte VM 250micrograms inhaler+spacer(large volume)
c61h.,Beclometasone dipropionate 400micrograms inhalation capsule
c61i.,Becotide 200 inhaler
c61j.,Aerobec 50mcg Autohaler
c61k.,Aerobec Forte 250micrograms Autohaler
c61l.,Aerobec 100mcg Autohaler
c61m.,Becloforte diskhaler 400micrograms 14x8
c61n.,Becloforte disks 400micrograms disk refill 14x8
c61p.,Beclometasone dipropionate 100mcg/blister disk+disk inhaler
c61q.,Beclometasone dipropionate 200mcg/blister disk+disk inhaler
c61r.,Beclometasone dipropionate 100mcg/blister disks refill
c61s.,Beclometasone dipropionate 200mcg/blister disks refill
c61t.,Beclometasone dipropionate 250micrograms inhaler
c61u.,Beclometasone dipropionate 200micrograms inhaler
c61v.,Beclometasone dipropionate 50micrograms inhaler
c61w.,Beclometasone dipropionate 100micrograms inhalation capsule
c61x.,Beclometasone dipropionate 200micrograms inhalation capsule
c61y.,Beclomethasone dipropionate 50mcg/1mL nebuliser solution
c61z.,Beclometasone dipropionate 100micrograms inhaler
c62..,Beclometasone compounds
c621.,Ventide inhaler
c622.,Ventide Rotacap
c623.,Ventide paediatric Rotacap
c624.,Ventide Rotahaler
c62x.,Beclomethasone diprop+salbutamol 200mcg/400mcg inh capsule
c62y.,Beclomethasone diprop+salbutamol 100mcg/200mcg inh capsule
c62z.,Beclomethasone dipropionate+salbutamol 50mcg/100mcg inhaler
c64..,Budesonide [respiratory use]
c641.,Pulmicort 200micrograms inhaler 200dose
c642.,Pulmicort 200micrograms refill 100dose
c643.,Pulmicort 200micrograms refill 200dose
c644.,Pulmicort LS 50micrograms inhaler
c645.,Pulmicort LS 50micrograms inhaler refill
c647.,Pulmicort 200micrograms inhaler 100dose
c648.,Pulmicort 200micrograms Turbohaler 100dose
c649.,Pulmicort 400micrograms Turbohaler 50dose
c64A.,Budesonide 200micrograms inhaler refill
c64E.,Pulmicort 200micrograms inhaler with NebuChamber
c64F.,Budesonide 200micrograms/dose dry powder cartridge refill
c64G.,Novolizer Budesonide 200micrograms/dose cartridge refill
c64H.,Easyhaler Budesonide 100mcg breath-actuated dry powder inh
c64I.,Easyhaler Budesonide 200mcg breath-actuated dry powder inh
c64J.,Easyhaler Budesonide 400mcg breath-actuated dry powder inh
c64K.,PULMICORT 100micrograms CFC-free inhaler
c64L.,BUDESONIDE 100micrograms CFC-free inhaler
c64M.,PULMICORT 200micrograms CFC-free inhaler
c64N.,BUDESONIDE 200micrograms CFC-free inhaler
c64a.,Pulmicort 500mcg Respules 2mL unit
c64b.,Pulmicort 1mg Respules 2mL unit
c64c.,Pulmicort 100micrograms Turbohaler 200dose
c64d.,Budesonide 100micrograms breath-actuated dry powder inhaler
c64e.,Budesonide 50micrograms inhaler refill
c64g.,Budesonide 200micrograms breath-actuated dry powder inhaler
c64h.,Budesonide 400micrograms breath-actuated dry powder inhaler
c64i.,Budesonide 500micrograms/2mL nebulisation unit
c64j.,Budesonide 1mg/2mL nebulisation unit
c64k.,Budesonide 200 Cyclocap
c64l.,Budesonide 400 Cyclocap
c64m.,Budesonide 200micrograms inhalation capsule
c64n.,Budesonide 400micrograms inhalation capsule
c64o.,Budesonide 200micrograms inhaler with spacer device
c64p.,Novolizer Budesonide 200micrograms/dose cartridge+inhaler
c64u.,Budesonide 200micrograms/dose dry powder cartridge+inhaler
c64v.,Budesonide 200micrograms inhaler
c64w.,Budesonide refill 100dose
c64x.,Budesonide refill 200dose
c64y.,Budesonide 50micrograms inhaler
c65..,Fluticasone propionate [respiratory use]
c651.,Flixotide 50micrograms/blister disks+diskhaler
c652.,Flixotide 100micrograms/blister disks+diskhaler
c653.,Flixotide 250micrograms/blister disks+diskhaler
c654.,Fluticasone propionate 50mcg/blister disks+disk inhaler
c655.,Fluticasone propionate 100mcg/blister disks+disk inhaler
c656.,Fluticasone propionate 250mcg/blister disks+disk inhaler
c657.,Flixotide 50micrograms/blister disks refill
c658.,Flixotide 100micrograms/blister disks refill
c659.,Flixotide 250micrograms/blister disks refill
c65A.,Fluticasone propionate 50micrograms/blister disks refill
c65B.,Fluticasone propionate 100micrograms/blister disks refill
c65C.,Fluticasone propionate 250micrograms/blister disks refill
c65D.,Flixotide 25micrograms inhaler
c65E.,Flixotide 50micrograms inhaler
c65F.,Flixotide 125micrograms inhaler
c65G.,Fluticasone propionate 25micrograms inhaler
c65H.,Fluticasone propionate 50micrograms inhaler
c65I.,Fluticasone propionate 125micrograms inhaler
c65J.,Fluticasone propionate 250micrograms inhaler
c65K.,Flixotide 250micrograms inhaler
c65L.,Flixotide 500micrograms disks+diskhaler
c65M.,Flixotide 500micrograms disks refill
c65N.,Fluticasone propionate 500mcg/blister disks+disk inhaler
c65O.,Fluticasone propionate 500micrograms/blister disks refill
c65P.,Fluticasone propionate 50mcg breath-actuated dry pdr inhaler
c65Q.,Fluticasone propionate 100mcg breath-actuate dry pdr inhaler
c65R.,Fluticasone propionate 250mcg breath-actuate dry pdr inhaler
c65S.,Fluticasone propionate 500mcg breath-actuate dry pdr inhaler
c65T.,Flixotide 50micrograms Accuhaler
c65U.,Flixotide 100micrograms Accuhaler
c65V.,Flixotide 250micrograms Accuhaler
c65W.,Flixotide 500micrograms Accuhaler
c65X.,Fluticasone propionate 0.5mg/2mL nebulisation unit
c65Y.,Fluticasone propionate 2mg/2mL nebulisation unit
c65Z.,Flixotide 0.5mg/2mL Nebule
c65a.,Flixotide 2mg/2mL Nebule
c65b.,Fluticasone propionate 125micrograms CFC-free inhaler
c65c.,Fluticasone propionate 250micrograms CFC-free inhaler
c65d.,Flixotide 125micrograms Evohaler
c65e.,Flixotide 250micrograms Evohaler
c65f.,Fluticasone propionate 50micrograms CFC-free inhaler
c65g.,Flixotide 50micrograms Evohaler
c66..,Beclometasone dipropionate [respiratory use 2]
c661.,Asmabec 250micrograms Spacehaler
c662.,Becotide 50 Easi-Breathe inhaler
c663.,Becotide 100 Easi-Breathe inhaler
c664.,Becloforte Easi-Breathe 250micrograms inhaler
c665.,Qvar 50 inhaler
c666.,Qvar 100 inhaler
c667.,Qvar 50 Autohaler
c668.,Qvar 100 Autohaler
c669.,Beclazone 200 inhaler
c66A.,Beclometasone diprop 50mcg breath-actuated powder inhaler
c66B.,Beclometasone diprop 100mcg breath-actuated powder inhaler
c66C.,Beclometasone diprop 250mcg breath-actuated powder inhaler
c66D.,Asmabec 50micrograms Clickhaler
c66E.,Asmabec 100micrograms Clickhaler
c66F.,Asmabec 250micrograms Clickhaler
c66G.,Beclometasone diprop 400mcg breath-actuated powder inhaler
c66H.,Beclometasone diprop 200mcg breath-actuated powder inhaler
c66I.,Pulvinal Beclomethasone Diprop 100mcg breath-act dry pdr inh
c66J.,Pulvinal Beclomethasone Diprop 200mcg breath-act dry pdr inh
c66K.,Pulvinal Beclomethasone Diprop 400mcg breath-act dry pdr inh
c66L.,Beclometasone 100 Cyclocap
c66M.,Beclometasone 200 Cyclocap
c66N.,Beclometasone 400 Cyclocap
c66P.,Becodisk 100micrograms diskhaler 15x8
c66Q.,Becodisk 200micrograms diskhaler 15x8
c66R.,Becodisk 400microcgrams diskhaler 15x8
c66S.,Becodisk 100micrograms disk refill 15x8
c66T.,Becodisk 200micrograms disk refill 15x8
c66U.,Becodisk 400micrograms disk refill 15x8
c66V.,Beclometasone dipropionate 50micrograms CFC-free inhaler
c66W.,Beclometasone dipropionate 100micrograms CFC-free inhaler
c66X.,Beclometasone dipropionate 50mcg CFC-free br-act inhaler
c66Y.,Beclometasone dipropionate 100mcg CFC-free br-act inhaler
c66Z.,Qvar Easi-Breathe 50mcg CFC-free breath-act dry pdr inhaler
c66a.,Qvar Easi-Breathe 100mcg CFC-free breath-act dry pdr inhaler
c66b.,Easyhaler Beclometasone 200mcg breath-act dry powder inhaler
c66c.,CLENIL MODULITE 50micrograms CFC-free inhaler
c66d.,CLENIL MODULITE 100micrograms CFC-free inhaler
c66e.,CLENIL MODULITE 200micrograms CFC-free inhaler
c66f.,CLENIL MODULITE 250micrograms CFC-free inhaler
c66g.,BECLOMETASONE DIPROPIONATE 200micrograms CFC-free inhaler
c66h.,BECLOMETASONE DIPROPIONATE 250micrograms CFC-free inhaler
c67..,Budesonide+formoterol
c671.,Symbicort 100/6 Turbohaler
c672.,Symbicort 200/6 Turbohaler
c673.,Symbicort 400/12 Turbohaler
c674.,DUORESP SPIROMAX 160mcg/4.5mcg breath-act dry powder inhaler
c675.,DUORESP SPIROMAX 320mcg/9mcg breath-act dry powder inhaler
c67x.,Budesonide+formoterol fumarate 400/12mcg b-act dry pdr inh
c67y.,Budesonide+formoterol fumarate 200/6mcg bth-act dry pdr inh
c67z.,Budesonide+formoterol fumarate 100/6mcg bth-act dry pdr inh
c68..,Mometasone [respiratory use]
c681.,Mometasone furoate 200mcg breath-actuated dry powder inhaler
c682.,Mometasone furoate 400mcg breath-actuated dry powder inhaler
c683.,Asmanex Twisthaler 200mcg breath-actuated dry powder inhaler
c684.,Asmanex Twisthaler 400mcg breath-actuated dry powder inhaler
c69..,Ciclesonide
c691.,Alvesco 160micrograms inhaler
c692.,Alvesco 80micrograms inhaler
c69y.,Ciclesonide 80micrograms inhaler
c69z.,Ciclesonide 160micrograms inhaler
c6A..,BECLOMETASONE+FORMOTEROL
c6A1.,FOSTAIR 100micrograms/6micrograms inhaler
c6A2.,FOSTAIR NEXTHALER 100micrograms/6micrograms powder inhaler
c6A3.,FOSTAIR 200micrograms/6micrograms inhaler
c6A4.,FOSTAIR NEXTHALER 200micrograms/6micrograms powder inhaler
c6Aw.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg pdr inh
c6Ax.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg inhaler
c6Ay.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 100mcg/6mcg pdr inh
c6Az.,BECLOMETASONE+FORMOTEROL 100micrograms/6micrograms inhaler
c6B..,FLUTICASONE+VILANTEROL
c6B1.,RELVAR ELLIPTA 184micrograms/22micrograms inhaler
c6B2.,FLUTICASONE FUROATE+VILANTEROL 184mcg/22mcg dry pdr inhaler
c6B3.,RELVAR ELLIPTA 92micrograms/22micrograms inhaler
c6B4.,FLUTICASONE FUROATE+VILANTEROL 92mcg/22mcg dry pdr inhaler
c71b.,Steri-Neb Cromogen 20mg/2mL nebulisation unit
c722.,Aerocrom inhaler
c723.,Aerocrom Syncroner inhaler+spacer
c72y.,Sodium cromoglicate+salbutamol 1mg/100mcg inhaler+spacer
c72z.,Sodium cromoglicate+salbutamol 1mg/100micrograms inhaler
cA1..,Montelukast product
cA11.,Montelukast 10mg tablet
cA12.,Montelukast 5mg chewable tablet
cA13.,Singulair 10mg tablet
