gprdmedcode,Read/OXMIS term,Read/OXMIS code,Charlson disease category,Charlson score weight
274669,CARCINOMA ISLETS OF  LANGERHANS,1579CL,Cancer,2
269910,Malignant neoplasm of vallecula,B063.00,Cancer,2
279070,Malignant histiocytosis of intra-abdominal lymph nodes,B623300,Cancer,2
279008,Malignant neoplasm of diaphragm,B313100,Cancer,2
251494,Malignant neoplasm of xiphoid process,B303500,Cancer,2
219907,SARCOMA SPERMATIC CORD,1878,Cancer,2
224239,Lymphoid leukaemia,B64..00,Cancer,2
278985,Hepatoblastoma of liver,B150100,Cancer,2
233307,Malignant neoplasm of urinary bladder NOS,B49z.00,Cancer,2
242339,Malignant neoplasm of penis and other male genital organs,B48..00,Cancer,2
260778,Subacute leukaemia NOS,B682.00,Cancer,2
279024,Malignant neoplasm of vaginal vault,B450100,Cancer,2
260747,Burkitt's lymphoma of lymph nodes of multiple sites,B602800,Cancer,2
260757,Nodular lymphoma of lymph nodes of axilla and upper limb,B620400,Cancer,2
269938,Malignant neoplasm of lumbar vertebra,B302200,Cancer,2
288177,Malignant lymphoma NOS of unspecified site,B62y000,Cancer,2
224178,"Malignant neoplasm, overlapping lesion of breast",B347.00,Cancer,2
303100,MALIGNANT NEOPLASM BOWEL,1539A,Cancer,2
215104,Malignant neoplasm of bronchus or lung NOS,B22z.00,Cancer,2
219918,LYMPHOMA LEUKAEMIC,2022LK,Cancer,2
260765,Letterer-Siwe disease of unspecified sites,B625000,Cancer,2
297363,Malignant melanoma of forehead,B323300,Cancer,2
283755,THYROID MALIGNANT NEOPLASM,193 A,Cancer,2
219923,LEUKAEMIA MYELOCYTIC CHRONIC,2051MC,Cancer,2
260660,Malignant neoplasm of palatine tonsil,B060100,Cancer,2
303094,ADENOCARCINOMA STOMACH,1519DA,Cancer,2
215102,Malignant neoplasm of middle lobe bronchus,B223000,Cancer,2
219926,LEUKAEMIA PLASMA CELL,2079PC,Cancer,2
242337,Seminoma of descended testis,B471000,Cancer,2
297431,Hodgkin's mixed cellularity of lymph nodes of multiple sites,B615800,Cancer,2
306056,TRANSITIONAL CELL CARCINOMA BLADDER,188 TC,Cancer,2
233266,Malignant neoplasm of other specified sites of pancreas,B17y.00,Cancer,2
215098,Malignant neoplasm of laryngeal cartilage,B213.00,Cancer,2
206093,Malignant neoplasm of palatopharyngeal arch,B062300,Cancer,2
251584,Leukaemia NOS,B68z.00,Cancer,2
279060,Hodgkin's paragranuloma of lymph nodes of axilla and arm,B610400,Cancer,2
206113,Malignant neoplasm of mesocolon,B18y000,Cancer,2
297433,Hodgkin's disease NOS of intra-abdominal lymph nodes,B61z300,Cancer,2
283089,[V]Personal history of lymphosarcoma,ZV10712,Cancer,2
215076,"Malignant neoplasm of upper lip, oral aspect",B002300,Cancer,2
278989,Malignant neoplasm other spec digestive tract and peritoneum,B1zy.00,Cancer,2
279023,Malignant neoplasm of broad ligament,B442.00,Cancer,2
251468,"Malignant neoplasm, overlapping lesion of floor of mouth",B042.00,Cancer,2
242606,[X]Malignant neoplasm of digestive organs,Byu1.00,Cancer,2
292870,PAROTID MALIGNANT NEOPLASM,1420A,Cancer,2
219894,SARCOMA DUODENUM,1520B,Cancer,2
288087,Malignant neoplasm of small intestine NOS,B12z.00,Cancer,2
278991,Malignant neoplasm of larynx NOS,B21z.00,Cancer,2
256319,ADENOCARCINOMA BREAST ULCERATION,174 DL,Cancer,2
279037,Malignant neoplasm of cerebral peduncle,B517000,Cancer,2
229003,ADENOCARCINOMA KIDNEY,1890AD,Cancer,2
206097,Malignant neoplasm of hypopharynx,B08..00,Cancer,2
297333,Malignant neoplasm of pyloric canal of stomach,B111100,Cancer,2
251505,"Malignant neoplasm, overlap lesion connective & soft tissue",B317.00,Cancer,2
251478,Malignant neoplasm of colon NOS,B13z.00,Cancer,2
278979,Malignant neoplasm of oesophagus,B10..00,Cancer,2
251493,Malignant neoplasm of mandible,B301.00,Cancer,2
215139,Malignant neoplasm of skin of groin,B335500,Cancer,2
233283,Malignant neoplasm of ischium,B306100,Cancer,2
233296,Malignant neoplasm of skin of scapular region,B335A00,Cancer,2
297365,Malignant melanoma of chest wall,B325800,Cancer,2
251510,Malignant melanoma of toe,B327800,Cancer,2
219895,MALIGNANT NEOPLASM ANAL CANAL,1542A,Cancer,2
251568,Malignant histiocytosis of intrapelvic lymph nodes,B623600,Cancer,2
297705,"[X]Malignant neoplasm of skin, unspecified",Byu4300,Cancer,2
228302,[V]Personal history of malignant neoplasm of eye,ZV10y13,Cancer,2
233281,Malignant neoplasm of humerus,B304200,Cancer,2
297320,Malignant neoplasm of floor of mouth NOS,B04z.00,Cancer,2
246469,[V]Personal history of malignant neoplasm of bronchus,ZV10111,Cancer,2
206169,Malignant neoplasm of neck NOS,B550400,Cancer,2
279045,Malignant neoplasm of axilla NOS,B551000,Cancer,2
279089,Di Guglielmo's disease,B670.11,Cancer,2
224231,Nodular lymphoma (Brill - Symmers disease),B620.00,Cancer,2
242375,Hodgkin's disease NOS of intrapelvic lymph nodes,B61z600,Cancer,2
279086,Monoblastic leukaemia,B66..12,Cancer,2
279085,Subacute myeloid leukaemia,B652.00,Cancer,2
279084,Other immunoproliferative neoplasms,B63y.00,Cancer,2
279083,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",B630000,Cancer,2
269914,Malignant neoplasm of stomach NOS,B11z.00,Cancer,2
224188,Malignant neoplasm of penis and other male genital organ NOS,B48z.00,Cancer,2
269969,Malignant neoplasm of adrenal gland,B540.00,Cancer,2
215123,Malig neop of connective and soft tissue thigh and upper leg,B312100,Cancer,2
279077,"Mast cell malignancy of lymph nodes of head, face and neck",B626100,Cancer,2
303099,COLON CARCINOMA,1538C,Cancer,2
288110,Malignant neoplasm of phalanges of hand,B305D00,Cancer,2
288099,"Malignant neoplasm of middle lobe, bronchus or lung NOS",B223z00,Cancer,2
247106,MUCINOUS CYSTADENOCARCINOMA OVARY,1830MC,Cancer,2
279071,Malignant histiocytosis of spleen,B623700,Cancer,2
265559,MALIGNANT NEOPLASM FOOT,1959DE,Cancer,2
256329,MALIGNANT GANGLIONEUROMA,1925GN,Cancer,2
288071,"Carcinoma of lip, oral cavity and pharynx",B0...11,Cancer,2
247126,ACANTHOAMELOBLASTOMA,2104CM,Cancer,2
303116,ADENOCARCINOMA BREAST,174 DC,Cancer,2
265570,DI GUGLIELMO'S DISEASE,2072DG,Cancer,2
288097,Malignant neoplasm of upper lobe bronchus,B222000,Cancer,2
251512,Malignant melanoma of lower limb or hip NOS,B327z00,Cancer,2
265563,LYMPHOMA GIANT FOLLICULAR,2020,Cancer,2
303103,CHOLANGIO CARCINOMA,1551C,Cancer,2
215171,Malignant neoplasm of specified site NOS,B55yz00,Cancer,2
215078,Malignant neoplasm of frenulum linguae,B013100,Cancer,2
242613,"[X]Malignant neoplasm of female genital organ, unspecified",Byu7300,Cancer,2
265557,MALIGNANT NEOPLASM TEMPORAL,1959AB,Cancer,2
206090,"Malignant neoplasm, overlapping lesion of major saliv gland",B023.00,Cancer,2
251500,Malignant neoplasm soft tissues of cervical spine,B310500,Cancer,2
297706,"[X]Mal neoplasm/periph nerves??? nervous system,unspc",Byu5600,Cancer,2
260982,[X]Other Hodgkin's disease,ByuD000,Cancer,2
269975,Malignant neoplasm of abdomen,B552.00,Cancer,2
297396,Malignant neoplasm of cranial nerves NOS,B520z00,Cancer,2
206098,"Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect",B082.00,Cancer,2
279073,"Histiocytosis X (acute, progressive)",B625.11,Cancer,2
215122,Malignant neoplasm of connective and soft tissue of hip,B312000,Cancer,2
269963,Malignant neoplasm of connective tissue of orbit,B501000,Cancer,2
206116,Malignant neoplasm of tympanic antrum,B201200,Cancer,2
215106,Mesothelioma of pericardium,B241400,Cancer,2
292908,ERYTHRAEMIC MYELOSIS ACUTE,2072MA,Cancer,2
297707,[X]Malignant neoplasm of other specified sites,ByuC000,Cancer,2
219911,MALIGNANT NEOPLASM CHEST WALL,1959BB,Cancer,2
274664,MALIGNANT NEOPLASM LIVER,1550A,Cancer,2
224241,Other specified leukaemia NOS,B67z.00,Cancer,2
206112,Malignant neoplasm of specified parts of peritoneum,B18y.00,Cancer,2
297435,Nodular lymphoma NOS,B620z00,Cancer,2
242324,Malignant melanoma of knee,B327200,Cancer,2
288144,Malignant neoplasm of thyroid gland,B53..00,Cancer,2
283774,MYELOBLASTIC LEUKAEMIA,2059MB,Cancer,2
219903,MALIGNANT NEOPLASM SKELETAL,1709AK,Cancer,2
279043,Malignant neoplasm of coccygeal body,B545200,Cancer,2
297449,Other myeloid leukaemia NOS,B65yz00,Cancer,2
279022,Malignant neoplasm of lower uterine segment,B431000,Cancer,2
206438,[X]Non-Hodgkin's lymphoma NOS,ByuDF11,Cancer,2
251518,Malignant neoplasm of skin of great toe,B337900,Cancer,2
251497,Malignant neoplasm of cuboid,B308600,Cancer,2
215411,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm??",Byu2100,Cancer,2
206203,Malignant reticuloendotheliosis,B62x300,Cancer,2
283086,[V]Personal history of malig neop of trachea/bronchus/lung,ZV10100,Cancer,2
206084,"Malignant neoplasm of upper lip, lipstick area",B000100,Cancer,2
269986,Hodgkin's granuloma of spleen,B611700,Cancer,2
269909,Malignant neoplasm of tonsillar fossa,B061.00,Cancer,2
242614,[X]Malignant neoplasm of male genital organs,Byu8.00,Cancer,2
242326,Malignant neoplasm of skin of back,B335700,Cancer,2
219902,MALIGNANT NEOPLASM MANDIBLE,1701A,Cancer,2
279322,"[X]Malignant neoplasm of urinary organ, unspecified",Byu9000,Cancer,2
283757,MALIGNANT NEOPLASM EAR EXTERNAL,1959AE,Cancer,2
283754,CARCINOMA URINARY TRACT,188 CT,Cancer,2
297448,Aleukaemic myeloid leukaemia,B65y000,Cancer,2
201875,CARCINOMA ANUS,1736CN,Cancer,2
283753,TERATOMA OVARY,1830TT,Cancer,2
215079,Malignant neoplasm of tongue NOS,B01z.00,Cancer,2
303119,CARCINOMA UTERUS,1829C,Cancer,2
251521,Kaposi's sarcoma of skin,B33z000,Cancer,2
224180,Malignant neoplasm of other site of cervix,B41y.00,Cancer,2
201880,TUMOUR TESTIS INTERSTITIAL CELL,186 NT,Cancer,2
288128,Malignant neoplasm of body of uterus NOS,B43z.00,Cancer,2
224194,Malignant neoplasm of pons,B517300,Cancer,2
306067,LEUKAEMIA CHRONIC,2071,Cancer,2
206115,Malignant neoplasm of tympanic cavity,B201100,Cancer,2
269926,"Malig neop nasal cavities, middle ear and accessory sinuses",B20..00,Cancer,2
251480,Malignant neoplasm of anus unspecified,B143.00,Cancer,2
233343,Malignant histiocytosis NOS,B623z00,Cancer,2
292884,MOLE (SKIN) MALIGNANT,1729L,Cancer,2
247113,MALIGNANT NEOPLASM LEG,1959DA,Cancer,2
251479,"Malignant neoplasm of rectum, rectosigmoid junction and anus",B14..00,Cancer,2
288142,Malignant neoplasm of optic nerve,B520100,Cancer,2
219928,HISTIOCYTIC MEDULLARY RETICULOSIS,209 HM,Cancer,2
260717,Malignant neoplasm of spermatic cord,B485.00,Cancer,2
251534,Malignant neoplasm of thalamus,B510500,Cancer,2
288145,Malignant neoplasm of adrenal cortex,B540000,Cancer,2
242321,Malig neop of connective and soft tissue of abdominal wall,B314000,Cancer,2
251499,Malignant neoplasm of phalanges of foot,B308D00,Cancer,2
210807,CARCINOMA SCROTUM,1735C,Cancer,2
269958,"Malignant neoplasm, overlapping lesion male genital orgs",B48y200,Cancer,2
215081,Malignant neoplasm of buccal mucosa,B050.11,Cancer,2
233240,"Malignant neoplasm of lower lip, inner aspect NOS",B003z00,Cancer,2
233334,Hodgkin's sarcoma of intra-abdominal lymph nodes,B612300,Cancer,2
255674,[V]Personal history of malignant neoplasm of kidney,ZV10513,Cancer,2
288129,Malignant neoplasm of vagina NOS,B450z00,Cancer,2
233354,Unspec malig neop lymphoid/histiocytic of unspecified site,B62z000,Cancer,2
297316,Malignant neoplasm of parotid gland,B020.00,Cancer,2
251581,Other and unspecified leukaemia,B67y.00,Cancer,2
288072,"Malignant neoplasm of upper lip, vermilion border NOS",B000z00,Cancer,2
279069,Sezary's disease of lymph nodes of multiple sites,B622800,Cancer,2
288074,Malignant neoplasm of other sites of tongue,B01y.00,Cancer,2
303151,CANCER,1991MC,Cancer,2
215206,Other lymphoid leukaemia,B64y.00,Cancer,2
201869,MALIGNANT NEOPLASM GALLBLADDER,1560A,Cancer,2
278971,Malignant neoplasm of junction of hard and soft palate,B055000,Cancer,2
288078,Malignant neoplasm of vestibule of mouth,B051.00,Cancer,2
269990,"Hodgkin's nodular sclerosis of head, face and neck",B614100,Cancer,2
251462,"Malignant neoplasm of lip unspecified, mucosa",B004200,Cancer,2
288081,Malignant neoplasm of mouth NOS,B05z.00,Cancer,2
247122,LEUKAEMIA PROMYELOCYTIC ACUTE,2050PM,Cancer,2
279031,Malignant neoplasm of urachus,B497.00,Cancer,2
288084,Malignant neoplasm of anterior wall of nasopharynx,B073.00,Cancer,2
288183,Acute erythraemia and erythroleukaemia,B670.00,Cancer,2
215107,"Malignant neoplasm of mediastinum, part unspecified",B24X.00,Cancer,2
215154,Malignant neoplasm of female genital organ NOS,B45z.00,Cancer,2
274661,SARCOMA SMALL INTESTINE,1529B,Cancer,2
297344,Malignant neoplasm of carina of bronchus,B221000,Cancer,2
292887,SKIN NEOPLASM MALIGNANT,1739A,Cancer,2
288091,"Malignant neoplasm, overlapping lesion of colon",B138.00,Cancer,2
215152,Malignant neoplasm of labia majora,B451.00,Cancer,2
297392,Malignant neoplasm of hippocampus,B512000,Cancer,2
269996,"Nodular lymphoma of lymph nodes of head, face and neck",B620100,Cancer,2
224158,Malignant neoplasm of cartilage of ear,B310300,Cancer,2
288073,"Malignant neoplasm of upper lip, buccal aspect",B002000,Cancer,2
224184,Malignant neoplasm of endometrium of corpus uteri,B430200,Cancer,2
278960,"Malignant neoplasm of upper lip, inner aspect NOS",B002z00,Cancer,2
219913,MALIGNANT NEOPLASM GROIN,1959BD,Cancer,2
219920,MYELOMATOSIS,203 T,Cancer,2
215094,Malignant neoplasm of cystic duct,B161000,Cancer,2
288082,Malignant neoplasm of tonsillar pillar,B062.00,Cancer,2
219224,[V]Personal history of malig neop other intrathoracic organ,ZV10200,Cancer,2
288104,"Malignant neoplasm of heart, thymus and mediastinum NOS",B24z.00,Cancer,2
306058,CARCINOMA URETHRA,1899C,Cancer,2
288111,Malignant neoplasm of femur,B307000,Cancer,2
288112,Malignant neoplasm of calcaneum,B308200,Cancer,2
288113,Malignant neoplasm of third metatarsal bone,B308A00,Cancer,2
288075,Malignant neoplasm of sublingual gland,B022.00,Cancer,2
288115,Malignant melanoma of skin,B32..00,Cancer,2
247124,HEILMEYER-SCHONER DISEASE,208 HC,Cancer,2
242382,Follicular non-Hodgkin's large cell lymphoma,B627200,Cancer,2
219896,HEPATOMA,1550B,Cancer,2
206189,Reticulosarcoma of intrapelvic lymph nodes,B600600,Cancer,2
237947,SARCOMA URINARY BLADDER,188 RC,Cancer,2
201872,MALIGNANT NEOPLASM NOSE INTERNAL,1600A,Cancer,2
260772,Kahler's disease,B630.11,Cancer,2
288123,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS",B335z00,Cancer,2
201892,LYMPHOID FOLLICULAR RETICULOSIS,2020FR,Cancer,2
251472,Malignant neoplasm of prepylorus of stomach,B111000,Cancer,2
283751,MALIGNANT NEOPLASM CHEEK EXTERNAL,1733AC,Cancer,2
274663,MALIGNANT NEOPLASM RECTUM,1541A,Cancer,2
251522,Malignant neoplasm of ectopic site of male breast,B35z000,Cancer,2
288080,Malignant neoplasm of palate NOS,B055z00,Cancer,2
251473,Malignant neoplasm of posterior wall of stomach NEC,B11y100,Cancer,2
260684,Malignant neoplasm of malar bone,B300200,Cancer,2
269962,Malignant neoplasm of eye,B50..00,Cancer,2
251475,Malignant neoplasm of Meckel's diverticulum,B123.00,Cancer,2
303137,INTRA-ABDOMINAL CANCER,1950,Cancer,2
288138,Malignant neoplasm of other specified site of eye,B50y.00,Cancer,2
242285,Malignant neoplasm of posterior wall of nasopharynx NOS,B071z00,Cancer,2
279075,Letterer-Siwe disease of lymph nodes inguinal region and leg,B625500,Cancer,2
288141,"Malignant neoplasm, overlapping lesion of brain",B51y200,Cancer,2
278970,Malignant neoplasm of uvula,B054.00,Cancer,2
206103,Malignant neoplasm of duodenum,B120.00,Cancer,2
288147,Malignant neoplasm of inguinal region NOS,B553000,Cancer,2
274018,[V]Personal history of malignant neoplasm,ZV10.00,Cancer,2
206122,Malignant neoplasm of pleura NOS,B23z.00,Cancer,2
255673,[V]Personal history of malignant neoplasm of oesophagus,ZV10016,Cancer,2
297420,Burkitt's lymphoma of intra-abdominal lymph nodes,B602300,Cancer,2
242351,Malig neop of other endocrine glands and related structures,B54..00,Cancer,2
269932,"Malignant neoplasm of trachea, bronchus and lung",B22..00,Cancer,2
224229,Hodgkin's disease NOS of lymph nodes inguinal region and leg,B61z500,Cancer,2
297389,Malignant neoplasm of brain,B51..00,Cancer,2
288157,Reticulosarcoma of intrathoracic lymph nodes,B600200,Cancer,2
206149,Malignant neoplasm of male breast,B35..00,Cancer,2
288160,Burkitt's lymphoma of unspecified site,B602000,Cancer,2
279321,[X]Malignant neoplasm/overlapping lesion/male genital organs,Byu8100,Cancer,2
219924,LEUKAEMIA BASOPHILIC,2059BA,Cancer,2
206094,Malignant neoplasm of adenoid,B071000,Cancer,2
260978,"[X]Malignant melanoma of skin, unspecified",Byu4100,Cancer,2
283088,[V]Personal history of malignant neoplasm of genital organ,ZV10412,Cancer,2
288170,Mycosis fungoides,B621.00,Cancer,2
233355,Unspec malig neop lymphoid/histiocytic lymph node head/neck,B62z100,Cancer,2
219892,CARCINOMA MOUTH CHEEK INTERNAL,1450C,Cancer,2
297350,"Malig neo, overlapping lesion of heart, mediastinum & pleura",B25..00,Cancer,2
246468,[V]Personal history of malignant neoplasm of rectum,ZV10017,Cancer,2
288172,Malignant histiocytosis of unspecified site,B623000,Cancer,2
303125,PROSTATE CARCINOMA,185 C,Cancer,2
297452,Malignant neoplasm lymphatic or haematopoietic tissue OS,B6y..00,Cancer,2
288175,Diffuse non-Hodgkin's small cell (diffuse) lymphoma,B627300,Cancer,2
297354,Malignant neoplasm of patella,B308000,Cancer,2
303120,ADENOCARCINOMA OVARY,1830AD,Cancer,2
210809,CARCINOMA BREAST INDURATED,174 CI,Cancer,2
215190,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",B610100,Cancer,2
264856,[V]Personal history of malignant neoplasm of urinary organ,ZV10500,Cancer,2
274698,MALIGNANT MASTOCYTOSIS,2070MM,Cancer,2
251537,Malignant neoplasm of corpus callosum,B51y000,Cancer,2
206166,Malignant neoplasm of spinal dura mater,B523000,Cancer,2
297356,Malignant neoplasm of soft tissue of face,B310100,Cancer,2
269908,Malignant neoplasm of lower buccal sulcus,B051100,Cancer,2
283759,MALIGNANT NEOPLASM SHOULDER,1959CB,Cancer,2
269947,Malignant melanoma of lower leg,B327400,Cancer,2
265550,MALIGNANT NEOPLASM EYE,190 A,Cancer,2
288148,Malignant neoplasm of lower limb NOS,B555.00,Cancer,2
297375,Malignant neoplasm of male breast NOS,B35zz00,Cancer,2
288118,Malignant melanoma of thumb,B326500,Cancer,2
224139,Malignant neoplasm of digestive tract and peritoneum NOS,B1zz.00,Cancer,2
288120,Malignant neoplasm skin of ear and external auricular canal,B332.00,Cancer,2
264854,[V]Personal history of malignant neoplasm of tongue,ZV10019,Cancer,2
283777,MEGAKARYOCYTIC LEUKAEMIA ACUTE,2070MG,Cancer,2
247101,NEOPLASM MALIGNANT SUBCUTANEOUS TISSUE,1719AC,Cancer,2
288122,Malignant neoplasm of perianal skin,B335900,Cancer,2
242608,[X]Malignant neoplsm/ill-defin sites within digestive system,Byu1300,Cancer,2
224119,Malignant neoplasm of ventral tongue surface NOS,B013z00,Cancer,2
219904,PAGET'S DISEASE SCROTUM,1735CP,Cancer,2
297418,Lymphosarcoma of lymph nodes of axilla and upper limb,B601400,Cancer,2
260698,Malignant melanoma of temple,B323500,Cancer,2
297390,Cerebral tumour - malignant,B51..11,Cancer,2
288100,Mesothelioma,B226.00,Cancer,2
256317,CARCINOMA NOSE EXTERNAL,1723C,Cancer,2
297310,"Malignant neoplasm of lip, oral cavity and pharynx",B0...00,Cancer,2
206123,"Malignant neoplasm, overlap lesion of resp & intrathor orgs",B26..00,Cancer,2
219897,HAEMANGIOENDOTHELIAL SARCOMA LIVER,1550BH,Cancer,2
224143,Malignant neoplasm of trachea NOS,B220z00,Cancer,2
251578,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,B62z500,Cancer,2
279066,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,B616400,Cancer,2
215191,Hodgkin's granuloma,B611.00,Cancer,2
215093,Malignant neoplasm gallbladder and extrahepatic bile ducts,B16..00,Cancer,2
224202,Malignant neoplasm of presacral region,B553100,Cancer,2
237941,MALIGNANT FIBROBLASTOMA,1719FB,Cancer,2
297369,Malig neop skin of ear and external auricular canal NOS,B332z00,Cancer,2
283748,NEOPLASM MALIGNANT BRONCHUS,1621AB,Cancer,2
206138,Malignant neoplasm of skin of eyebrow,B333200,Cancer,2
260680,"Malig neop of upper respiratory tract, part unspecified",B2z0.00,Cancer,2
260723,Malignant neoplasm of orbit NOS,B501z00,Cancer,2
242311,Malignant neoplasm of orbital bone,B300500,Cancer,2
303104,CARCINOMA GALLBLADDER,1560C,Cancer,2
215165,Malignant neoplasm of cerebral meninges NOS,B521z00,Cancer,2
292910,ODONTOMA,2104DN,Cancer,2
242377,Leukaemic reticuloendotheliosis of intrathoracic lymph nodes,B624200,Cancer,2
215113,Malignant neoplasm of hand bones,B305.00,Cancer,2
224164,Malignant neoplasm of connective and soft tissue of pelvis,B315.00,Cancer,2
306053,SQUAMOUS CELL CARCINOMA SKIN,1739CM,Cancer,2
274672,SQUAMOUS CELL CARCINOMA FRONTAL & ETHMOI,1608CM,Cancer,2
288167,Hodgkin's mixed cellularity of intra-abdominal lymph nodes,B615300,Cancer,2
269927,Malignant neoplasm of vestibule of nose,B200300,Cancer,2
246472,[V]Personal history of malignant neoplasm of uterine body,ZV10417,Cancer,2
206091,Malignant neoplasm of tonsil,B060.00,Cancer,2
279079,Follicular non-Hodgkin's lymphoma,B627C00,Cancer,2
224130,Malignant neoplasm of ascending colon,B136.00,Cancer,2
278993,Malignant neoplasm of main bronchus,B221.00,Cancer,2
303097,MALIGNANT NEOPLASM LARGE INTESTINE,1538A,Cancer,2
215196,Hodgkin's mixed cellularity of lymph nodes of axilla and arm,B615400,Cancer,2
260653,Malignant neoplasm of lip,B00..00,Cancer,2
297312,"Malignant neoplasm of lower lip, buccal aspect",B003000,Cancer,2
297451,Heilmeyer - Schoner disease,B671.11,Cancer,2
303158,MYELOMA,203 N,Cancer,2
269939,"Malignant neoplasm of rib, sternum and clavicle NOS",B303z00,Cancer,2
288089,Malignant neoplasm of transverse colon,B131.00,Cancer,2
279319,"[X]Malignant neoplasm of peritoneum, unspecified",Byu5700,Cancer,2
297314,Malignant neoplasm of base of tongue dorsal surface,B010000,Cancer,2
303092,GASTRIC CANCER,1519AA,Cancer,2
229008,MALIGNANT NEOPLASM THORAX/THORACIC WALL,1959BA,Cancer,2
219899,MALIGNANT NEOPLASM ETHMOID (SINUS),1608A,Cancer,2
224152,Malignant neoplasm of carpal bone - trapezium,B305400,Cancer,2
242291,Carcinoma of rectum,B141.11,Cancer,2
215412,[X]Malignant neoplasm of bone and articular cartilage,Byu3.00,Cancer,2
242283,Malignant neoplasm tonsil NOS,B060z00,Cancer,2
242328,Malignant neoplasm of skin of thumb,B336500,Cancer,2
260683,Malignant neoplasm of bones of skull and face,B300.00,Cancer,2
279074,Letterer-Siwe disease of lymph nodes of axilla and arm,B625400,Cancer,2
283779,MYELOSCLEROSIS,209 CL,Cancer,2
279072,Leukaemic reticuloend of lymph nodes of multiple sites,B624800,Cancer,2
265545,MALIGNANT NEOPLASM FACE,1733AF,Cancer,2
242380,Mast cell malignancy of lymph nodes of multiple sites,B626800,Cancer,2
242610,"[X]Malignant neoplasm/bones??? cartilage/limb,unspfd",Byu3100,Cancer,2
251464,Malignant neoplasm of overlapping lesion of lip,B006.00,Cancer,2
301595,[V]Personal history malignant neoplasm - male genital organ,ZV10413,Cancer,2
301594,[V]Personal history of malignant neoplasm of trachea,ZV10113,Cancer,2
292209,[V]Personal history of malignant neoplasm of large intestine,ZV10014,Cancer,2
233351,Malignant immunoproliferative small intestinal disease,B62x500,Cancer,2
269954,Malignant neoplasm of undescended testis NOS,B470z00,Cancer,2
215419,[X]Other myeloid leukaemia,ByuD600,Cancer,2
292869,LIP CARCINOMA,1409C,Cancer,2
224227,"Hodgkin's disease, lymphocytic depletion of spleen",B616700,Cancer,2
269940,Malignant neoplasm of pubis,B306200,Cancer,2
292875,LINITIS PLASTICA,1519CL,Cancer,2
242371,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites",B613800,Cancer,2
292881,CARCINOMA DIGESTIVE ORGAN,159 CD,Cancer,2
224195,Malignant neoplasm of acoustic nerve,B520200,Cancer,2
297436,Mycosis fungoides of lymph nodes of multiple sites,B621800,Cancer,2
210819,SYNDROME BRILL-BAEHR-ROSENTHAL,2020BB,Cancer,2
292886,MALIGNANT NEOPLASM ANUS,1736AN,Cancer,2
270011,Unspec malig neop lymphoid/histiocytic of multiple sites,B62z800,Cancer,2
292889,PAGET'S DISEASE BREAST,174 PB,Cancer,2
206198,Sezary's disease of intra-abdominal lymph nodes,B622300,Cancer,2
237951,MALIGNANT GOITRE,193 AG,Cancer,2
251488,Malignant neoplasm of specified parts of peritoneum NOS,B18yz00,Cancer,2
251572,Malignant mast cell tumours,B626.00,Cancer,2
251507,Malignant melanoma of scalp,B324000,Cancer,2
215198,Mycosis fungoides of unspecified site,B621000,Cancer,2
269915,Malignant neoplasm of jejunum,B121.00,Cancer,2
224138,Angiosarcoma of spleen,B1z1000,Cancer,2
206157,Malignant neoplasm of prepuce (foreskin),B480.00,Cancer,2
292906,HEAVY-CHAIN DISEASE,203 HC,Cancer,2
215137,Malignant neoplasm of skin of external auditory meatus,B332100,Cancer,2
260746,Lymphosarcoma,B601.00,Cancer,2
206208,Myeloid leukaemia,B65..00,Cancer,2
224136,Malignant neoplasm of head of pancreas,B170.00,Cancer,2
247112,MALIGNANT NEOPLASM THYROGLOSSAL DUCT,193 TD,Cancer,2
288117,Malignant melanoma of axilla,B325000,Cancer,2
224121,Malignant neoplasm of major salivary glands,B02..00,Cancer,2
215082,Malignant neoplasm of lower labial sulcus,B051300,Cancer,2
269941,Malignant neoplasm of long bones of leg,B307.00,Cancer,2
228300,[V]Personal history of leukaemia,ZV10600,Cancer,2
251476,"Malignant neoplasm, overlapping lesion of small intestine",B124.00,Cancer,2
292878,LARGE BOWEL CARCINOMA NONRECTAL,1538CN,Cancer,2
297424,Hodgkin's granuloma of lymph nodes of multiple sites,B611800,Cancer,2
288164,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,B614800,Cancer,2
288178,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm,B62z400,Cancer,2
210169,[V]Personal history of malignant neoplasm of larynx,ZV10212,Cancer,2
288130,Malignant neoplasm of other specified female genital organ,B45y.00,Cancer,2
303106,LUNG CARCINOMA,1621C,Cancer,2
297313,"Malignant neoplasm of lip, unspecified",B007.00,Cancer,2
215163,Malignant neoplasm of temporal lobe NOS,B512z00,Cancer,2
224159,Malignant neoplasm of tarsus of eyelid,B310400,Cancer,2
303159,PLASMACYTOMA,203 PL,Cancer,2
242290,Colonic cancer,B13z.11,Cancer,2
