read_code,v36_v2_id,v36_v2_term,v36_v2,v36_v3_id,v36_v3_term,v36_v3,v37_v2_id,v37_v2_term,v37_v2,v37_v3_id,v37_v3_term,v37_v3,v38_v2_id,v38_v2_term,v38_v2,v38_v3_id,v38_v3_term,v38_v3
c33..,ASTTRT_COD,TIOTROPIUM,1,ASTTRT_COD,Tiotropium,1,ASTTRT_COD,TIOTROPIUM,1,ASTTRT_COD,Tiotropium,1,ASTTRT_COD,TIOTROPIUM,1,ASTTRT_COD,Tiotropium,1
c331.,ASTTRT_COD,TIOTROPIUM 18micrograms inhalation capsules,1,ASTTRT_COD,Tiotropium 18micrograms inhalation capsule,1,ASTTRT_COD,TIOTROPIUM 18micrograms inhalation capsules,1,ASTTRT_COD,Tiotropium 18micrograms inhalation capsule,1,ASTTRT_COD,TIOTROPIUM 18micrograms inhalation capsules,1,ASTTRT_COD,Tiotropium 18micrograms inhalation capsule,1
c332.,ASTTRT_COD,TIOTROPIUM 18micrograms capsules with inhaler device,1,ASTTRT_COD,Tiotropium 18micrograms capsule+inhaler device,1,ASTTRT_COD,TIOTROPIUM 18micrograms capsules with inhaler device,1,ASTTRT_COD,Tiotropium 18micrograms capsule+inhaler device,1,ASTTRT_COD,TIOTROPIUM 18micrograms capsules with inhaler device,1,ASTTRT_COD,Tiotropium 18micrograms capsule+inhaler device,1
c333.,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1,ASTTRT_COD,TIOTROPIUM 2.5micrograms inhalation cartridges with inhaler device,1
c33x.,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1,ASTTRT_COD,SPIRIVA RESPIMAT 2.5micrograms inhalation cartridges with Respimat inhaler device,1
c33y.,ASTTRT_COD,SPIRIVA COMBOPACK 18micrograms capsules with HandiHaler inhaler device,1,ASTTRT_COD,Spiriva Combopack 18micrograms capsule+HandiHaler inhaler device,1,ASTTRT_COD,SPIRIVA COMBOPACK 18micrograms capsules with HandiHaler inhaler device,1,ASTTRT_COD,Spiriva Combopack 18micrograms capsule+HandiHaler inhaler device,1,ASTTRT_COD,SPIRIVA COMBOPACK 18micrograms capsules with HandiHaler inhaler device,1,ASTTRT_COD,Spiriva Combopack 18micrograms capsule+HandiHaler inhaler device,1
c33z.,ASTTRT_COD,SPIRIVA 18micrograms inhalation capsules,1,ASTTRT_COD,Spiriva 18micrograms inhalation capsule,1,ASTTRT_COD,SPIRIVA 18micrograms inhalation capsules,1,ASTTRT_COD,Spiriva 18micrograms inhalation capsule,1,ASTTRT_COD,SPIRIVA 18micrograms inhalation capsules,1,ASTTRT_COD,Spiriva 18micrograms inhalation capsule,1
c34..,ASTTRT_COD,ACLIDINIUM,1,NA,NA,NA,ASTTRT_COD,ACLIDINIUM,1,NA,NA,NA,ASTTRT_COD,ACLIDINIUM,1,NA,NA,NA
c341.,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,EKLIRA GENUAIR 322micrograms/dose dry powder inhaler,1
c342.,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1,ASTTRT_COD,ACLIDINIUM 322micrograms/dose dry powder inhaler,1
c35..,ASTTRT_COD,UMECLIDINIUM,1,NA,NA,NA,ASTTRT_COD,UMECLIDINIUM,1,NA,NA,NA,ASTTRT_COD,UMECLIDINIUM,1,NA,NA,NA
c351.,ASTTRT_COD,INCRUSE ELLIPTA 55micrograms/dose dry powder inhaler,1,NA,NA,NA,ASTTRT_COD,INCRUSE ELLIPTA 55micrograms/dose dry powder inhaler,1,NA,NA,NA,ASTTRT_COD,INCRUSE ELLIPTA 55micrograms/dose dry powder inhaler,1,NA,NA,NA
c352.,ASTTRT_COD,UMECLIDINIUM 55micrograms/dose dry powder inhaler,1,NA,NA,NA,ASTTRT_COD,UMECLIDINIUM 55micrograms/dose dry powder inhaler,1,NA,NA,NA,ASTTRT_COD,UMECLIDINIUM 55micrograms/dose dry powder inhaler,1,NA,NA,NA
c4...,ASTTRT_COD,XANTHINE BRONCHODILATORS,1,NA,NA,NA,ASTTRT_COD,XANTHINE BRONCHODILATORS,1,NA,NA,NA,ASTTRT_COD,XANTHINE BRONCHODILATORS,1,NA,NA,NA
c41..,ASTTRT_COD,AMINOPHYLLINE,1,ASTTRT_COD,Aminophylline,1,ASTTRT_COD,AMINOPHYLLINE,1,ASTTRT_COD,Aminophylline,1,ASTTRT_COD,AMINOPHYLLINE,1,ASTTRT_COD,Aminophylline,1
c411.,ASTTRT_COD,AMINOPHYLLINE 100mg tablets,1,ASTTRT_COD,Aminophylline 100mg tablet,1,ASTTRT_COD,AMINOPHYLLINE 100mg tablets,1,ASTTRT_COD,Aminophylline 100mg tablet,1,ASTTRT_COD,AMINOPHYLLINE 100mg tablets,1,ASTTRT_COD,Aminophylline 100mg tablet,1
c412.,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Aminophylline 250mg/10mL injection,1,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Aminophylline 250mg/10mL injection,1,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Aminophylline 250mg/10mL injection,1
c413.,ASTTRT_COD,AMINOPHYLLINE 500mg/2mL injection,1,ASTTRT_COD,Aminophylline 500mg/2mL injection,1,ASTTRT_COD,AMINOPHYLLINE 500mg/2mL injection,1,ASTTRT_COD,Aminophylline 500mg/2mL injection,1,ASTTRT_COD,AMINOPHYLLINE 500mg/2mL injection,1,ASTTRT_COD,Aminophylline 500mg/2mL injection,1
c414.,ASTTRT_COD,AMINOPHYLLINE 50mg suppositories,1,ASTTRT_COD,Aminophylline 50mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 50mg suppositories,1,ASTTRT_COD,Aminophylline 50mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 50mg suppositories,1,ASTTRT_COD,Aminophylline 50mg suppository,1
c415.,ASTTRT_COD,AMINOPHYLLINE 100mg suppositories,1,ASTTRT_COD,Aminophylline 100mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 100mg suppositories,1,ASTTRT_COD,Aminophylline 100mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 100mg suppositories,1,ASTTRT_COD,Aminophylline 100mg suppository,1
c416.,ASTTRT_COD,AMINOPHYLLINE 150mg suppositories,1,ASTTRT_COD,Aminophylline 150mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 150mg suppositories,1,ASTTRT_COD,Aminophylline 150mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 150mg suppositories,1,ASTTRT_COD,Aminophylline 150mg suppository,1
c417.,ASTTRT_COD,AMINOPHYLLINE 180mg suppositories,1,ASTTRT_COD,Aminophylline 180mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 180mg suppositories,1,ASTTRT_COD,Aminophylline 180mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 180mg suppositories,1,ASTTRT_COD,Aminophylline 180mg suppository,1
c418.,ASTTRT_COD,AMINOPHYLLINE 360mg suppositories,1,ASTTRT_COD,Aminophylline 360mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 360mg suppositories,1,ASTTRT_COD,Aminophylline 360mg suppository,1,ASTTRT_COD,AMINOPHYLLINE 360mg suppositories,1,ASTTRT_COD,Aminophylline 360mg suppository,1
c419.,ASTTRT_COD,*THEODROX tablets,1,ASTTRT_COD,Theodrox tablet,1,ASTTRT_COD,*THEODROX tablets,1,ASTTRT_COD,Theodrox tablet,1,ASTTRT_COD,*THEODROX tablets,1,ASTTRT_COD,Theodrox tablet,1
c41a.,ASTTRT_COD,PHYLLOCONTIN CONTINUS 225mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 225mg m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN CONTINUS 225mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 225mg m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN CONTINUS 225mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 225mg m/r tablet,1
c41A.,ASTTRT_COD,*NORPHYLLIN 100mg tablets,1,ASTTRT_COD,Norphyllin 100mg tablet,1,ASTTRT_COD,*NORPHYLLIN 100mg tablets,1,ASTTRT_COD,Norphyllin 100mg tablet,1,ASTTRT_COD,*NORPHYLLIN 100mg tablets,1,ASTTRT_COD,Norphyllin 100mg tablet,1
c41b.,ASTTRT_COD,PHYLLOCONTIN FORTE 350mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus Forte 350mg m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN FORTE 350mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus Forte 350mg m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN FORTE 350mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus Forte 350mg m/r tablet,1
c41B.,ASTTRT_COD,NORPHYLLIN SR 225mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 225mg m/r tablet,1,ASTTRT_COD,NORPHYLLIN SR 225mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 225mg m/r tablet,1,ASTTRT_COD,NORPHYLLIN SR 225mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 225mg m/r tablet,1
c41c.,ASTTRT_COD,PHYLLOCONTIN PAEDIATRIC 100mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 100mg paediatric m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN PAEDIATRIC 100mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 100mg paediatric m/r tablet,1,ASTTRT_COD,PHYLLOCONTIN PAEDIATRIC 100mg m/r tablets,1,ASTTRT_COD,Phyllocontin Continus 100mg paediatric m/r tablet,1
c41C.,ASTTRT_COD,NORPHYLLIN SR 350mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 350mg m/r tablet,1,ASTTRT_COD,NORPHYLLIN SR 350mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 350mg m/r tablet,1,ASTTRT_COD,NORPHYLLIN SR 350mg m/r tablets,1,ASTTRT_COD,Norphyllin SR 350mg m/r tablet,1
c41d.,ASTTRT_COD,AMINOPHYLLINE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline 225mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline 225mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline 225mg m/r tablet,1
c41e.,ASTTRT_COD,*PECRAM 225mg m/r tablets,1,ASTTRT_COD,Pecram 225mg m/r tablet,1,ASTTRT_COD,*PECRAM 225mg m/r tablets,1,ASTTRT_COD,Pecram 225mg m/r tablet,1,ASTTRT_COD,*PECRAM 225mg m/r tablets,1,ASTTRT_COD,Pecram 225mg m/r tablet,1
c41f.,ASTTRT_COD,AMINOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Aminophylline 350mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Aminophylline 350mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Aminophylline 350mg m/r tablet,1
c41g.,ASTTRT_COD,AMINOPHYLLINE 100mg m/r tablets,1,ASTTRT_COD,Aminophylline 100mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 100mg m/r tablets,1,ASTTRT_COD,Aminophylline 100mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE 100mg m/r tablets,1,ASTTRT_COD,Aminophylline 100mg m/r tablet,1
c41h.,ASTTRT_COD,*AMNIVENT 225mg m/r tablets,1,ASTTRT_COD,Amnivent 225 SR m/r tablet,1,ASTTRT_COD,*AMNIVENT 225mg m/r tablets,1,ASTTRT_COD,Amnivent 225 SR m/r tablet,1,ASTTRT_COD,*AMNIVENT 225mg m/r tablets,1,ASTTRT_COD,Amnivent 225 SR m/r tablet,1
c41i.,ASTTRT_COD,*AMNIVENT 350mg m/r tablets,1,ASTTRT_COD,Amnivent 350 SR m/r tablet,1,ASTTRT_COD,*AMNIVENT 350mg m/r tablets,1,ASTTRT_COD,Amnivent 350 SR m/r tablet,1,ASTTRT_COD,*AMNIVENT 350mg m/r tablets,1,ASTTRT_COD,Amnivent 350 SR m/r tablet,1
c41j.,ASTTRT_COD,MIN-I-JET AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Min-I-Jet Aminophylline 250mg/10mL prefilled syringe,1,ASTTRT_COD,MIN-I-JET AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Min-I-Jet Aminophylline 250mg/10mL prefilled syringe,1,ASTTRT_COD,MIN-I-JET AMINOPHYLLINE 250mg/10mL injection,1,ASTTRT_COD,Min-I-Jet Aminophylline 250mg/10mL prefilled syringe,1
c41k.,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL prefilled syringe,1,ASTTRT_COD,Aminophylline 250mg/10mL prefilled syringe,1,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL prefilled syringe,1,ASTTRT_COD,Aminophylline 250mg/10mL prefilled syringe,1,ASTTRT_COD,AMINOPHYLLINE 250mg/10mL prefilled syringe,1,ASTTRT_COD,Aminophylline 250mg/10mL prefilled syringe,1
c41m.,ASTTRT_COD,AMINOPHYLLINE HYDRATE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline hydrate 225mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE HYDRATE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline hydrate 225mg m/r tablet,1,ASTTRT_COD,AMINOPHYLLINE HYDRATE 225mg m/r tablets,1,ASTTRT_COD,Aminophylline hydrate 225mg m/r tablet,1
c43..,ASTTRT_COD,THEOPHYLLINE,1,ASTTRT_COD,Theophylline product,1,ASTTRT_COD,THEOPHYLLINE,1,ASTTRT_COD,Theophylline product,1,ASTTRT_COD,THEOPHYLLINE,1,ASTTRT_COD,Theophylline product,1
c431.,ASTTRT_COD,*BIOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Biophylline 125mg/5mL syrup,1,ASTTRT_COD,*BIOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Biophylline 125mg/5mL syrup,1,ASTTRT_COD,*BIOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Biophylline 125mg/5mL syrup,1
c432.,ASTTRT_COD,*NUELIN 125mg tablets,1,ASTTRT_COD,Nuelin 125mg tablet,1,ASTTRT_COD,*NUELIN 125mg tablets,1,ASTTRT_COD,Nuelin 125mg tablet,1,ASTTRT_COD,*NUELIN 125mg tablets,1,ASTTRT_COD,Nuelin 125mg tablet,1
c433.,ASTTRT_COD,*NUELIN 60mg/5mL liquid,1,ASTTRT_COD,Nuelin 60mg/5mL liquid,1,ASTTRT_COD,*NUELIN 60mg/5mL liquid,1,ASTTRT_COD,Nuelin 60mg/5mL liquid,1,ASTTRT_COD,*NUELIN 60mg/5mL liquid,1,ASTTRT_COD,Nuelin 60mg/5mL liquid,1
c434.,ASTTRT_COD,*LASMA 300mg m/r tablets,1,ASTTRT_COD,Lasma 300mg m/r tablet,1,ASTTRT_COD,*LASMA 300mg m/r tablets,1,ASTTRT_COD,Lasma 300mg m/r tablet,1,ASTTRT_COD,*LASMA 300mg m/r tablets,1,ASTTRT_COD,Lasma 300mg m/r tablet,1
c435.,ASTTRT_COD,NUELIN SA 175mg m/r tablets,1,ASTTRT_COD,Nuelin SA 175mg m/r tablet,1,ASTTRT_COD,NUELIN SA 175mg m/r tablets,1,ASTTRT_COD,Nuelin SA 175mg m/r tablet,1,ASTTRT_COD,NUELIN SA 175mg m/r tablets,1,ASTTRT_COD,Nuelin SA 175mg m/r tablet,1
c436.,ASTTRT_COD,NUELIN SA-250 250mg m/r tablets,1,ASTTRT_COD,Nuelin SA-250 m/r tablet,1,ASTTRT_COD,NUELIN SA-250 250mg m/r tablets,1,ASTTRT_COD,Nuelin SA-250 m/r tablet,1,ASTTRT_COD,NUELIN SA-250 250mg m/r tablets,1,ASTTRT_COD,Nuelin SA-250 m/r tablet,1
c437.,ASTTRT_COD,*PRO-VENT 300mg m/r capsules,1,ASTTRT_COD,Pro-Vent 300mg m/r capsule,1,ASTTRT_COD,*PRO-VENT 300mg m/r capsules,1,ASTTRT_COD,Pro-Vent 300mg m/r capsule,1,ASTTRT_COD,*PRO-VENT 300mg m/r capsules,1,ASTTRT_COD,Pro-Vent 300mg m/r capsule,1
c438.,ASTTRT_COD,SLO-PHYLLIN 60mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 60mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 60mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 60mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 60mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 60mg m/r capsule,1
c439.,ASTTRT_COD,SLO-PHYLLIN 125mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 125mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 125mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 125mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 125mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 125mg m/r capsule,1
c43a.,ASTTRT_COD,SLO-PHYLLIN 250mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 250mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 250mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 250mg m/r capsule,1,ASTTRT_COD,SLO-PHYLLIN 250mg m/r capsules,1,ASTTRT_COD,Slo-Phyllin 250mg m/r capsule,1
c43A.,ASTTRT_COD,THEOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Theophylline 200mg/10mL injection,1,ASTTRT_COD,THEOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Theophylline 200mg/10mL injection,1,ASTTRT_COD,THEOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Theophylline 200mg/10mL injection,1
c43b.,ASTTRT_COD,*THEO-DUR 200mg m/r tablets,1,ASTTRT_COD,Theo-Dur 200mg m/r tablet,1,ASTTRT_COD,*THEO-DUR 200mg m/r tablets,1,ASTTRT_COD,Theo-Dur 200mg m/r tablet,1,ASTTRT_COD,*THEO-DUR 200mg m/r tablets,1,ASTTRT_COD,Theo-Dur 200mg m/r tablet,1
c43B.,ASTTRT_COD,THEOPHYLLINE 10mg/5mL sugar free solution,1,ASTTRT_COD,Theophylline 10mg/5mL s/f oral solution,1,ASTTRT_COD,THEOPHYLLINE 10mg/5mL sugar free solution,1,ASTTRT_COD,Theophylline 10mg/5mL s/f oral solution,1,ASTTRT_COD,THEOPHYLLINE 10mg/5mL sugar free solution,1,ASTTRT_COD,Theophylline 10mg/5mL s/f oral solution,1
c43c.,ASTTRT_COD,*THEO-DUR 300mg m/r tablets,1,ASTTRT_COD,Theo-Dur 300mg m/r tablet,1,ASTTRT_COD,*THEO-DUR 300mg m/r tablets,1,ASTTRT_COD,Theo-Dur 300mg m/r tablet,1,ASTTRT_COD,*THEO-DUR 300mg m/r tablets,1,ASTTRT_COD,Theo-Dur 300mg m/r tablet,1
c43d.,ASTTRT_COD,*THEOGRAD 350mg m/r tablets,1,ASTTRT_COD,Theograd 350mg m/r tablet,1,ASTTRT_COD,*THEOGRAD 350mg m/r tablets,1,ASTTRT_COD,Theograd 350mg m/r tablet,1,ASTTRT_COD,*THEOGRAD 350mg m/r tablets,1,ASTTRT_COD,Theograd 350mg m/r tablet,1
c43e.,ASTTRT_COD,UNIPHYLLIN CONTINUS 400mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 400mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 400mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 400mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 400mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 400mg m/r tablet,1
c43f.,ASTTRT_COD,UNIPHYLLIN CONTINUS 200mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 200mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 200mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 200mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 200mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 200mg m/r tablet,1
c43g.,ASTTRT_COD,LABOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Labophylline 200mg/10mL injection,1,ASTTRT_COD,LABOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Labophylline 200mg/10mL injection,1,ASTTRT_COD,LABOPHYLLINE 200mg/10mL injection,1,ASTTRT_COD,Labophylline 200mg/10mL injection,1
c43h.,ASTTRT_COD,UNIPHYLLIN CONTINUS 300mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 300mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 300mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 300mg m/r tablet,1,ASTTRT_COD,UNIPHYLLIN CONTINUS 300mg m/r tablets,1,ASTTRT_COD,Uniphyllin Continus 300mg m/r tablet,1
c43i.,ASTTRT_COD,*BIOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Biophylline 350mg m/r tablet,1,ASTTRT_COD,*BIOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Biophylline 350mg m/r tablet,1,ASTTRT_COD,*BIOPHYLLINE 350mg m/r tablets,1,ASTTRT_COD,Biophylline 350mg m/r tablet,1
c43j.,ASTTRT_COD,*BIOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Biophylline 500mg m/r tablet,1,ASTTRT_COD,*BIOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Biophylline 500mg m/r tablet,1,ASTTRT_COD,*BIOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Biophylline 500mg m/r tablet,1
c43k.,ASTTRT_COD,THEOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Theophylline 500mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Theophylline 500mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 500mg m/r tablets,1,ASTTRT_COD,Theophylline 500mg m/r tablet,1
c43m.,ASTTRT_COD,*THEOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Theophylline 125mg/5mL syrup,1,ASTTRT_COD,*THEOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Theophylline 125mg/5mL syrup,1,ASTTRT_COD,*THEOPHYLLINE 125mg/5mL syrup,1,ASTTRT_COD,Theophylline 125mg/5mL syrup,1
c43n.,ASTTRT_COD,*THEOPHYLLINE 125mg tablets,1,ASTTRT_COD,Theophylline 125mg tablet,1,ASTTRT_COD,*THEOPHYLLINE 125mg tablets,1,ASTTRT_COD,Theophylline 125mg tablet,1,ASTTRT_COD,*THEOPHYLLINE 125mg tablets,1,ASTTRT_COD,Theophylline 125mg tablet,1
c43o.,ASTTRT_COD,*THEOPHYLLINE 60mg/5mL liquid,1,ASTTRT_COD,Theophylline 60mg/5mL liquid,1,ASTTRT_COD,*THEOPHYLLINE 60mg/5mL liquid,1,ASTTRT_COD,Theophylline 60mg/5mL liquid,1,ASTTRT_COD,*THEOPHYLLINE 60mg/5mL liquid,1,ASTTRT_COD,Theophylline 60mg/5mL liquid,1
c43p.,ASTTRT_COD,THEOPHYLLINE 175mg m/r tablets,1,ASTTRT_COD,Theophylline 175mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 175mg m/r tablets,1,ASTTRT_COD,Theophylline 175mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 175mg m/r tablets,1,ASTTRT_COD,Theophylline 175mg m/r tablet,1
c43q.,ASTTRT_COD,THEOPHYLLINE 250mg m/r tablets,1,ASTTRT_COD,Theophylline 250mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 250mg m/r tablets,1,ASTTRT_COD,Theophylline 250mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 250mg m/r tablets,1,ASTTRT_COD,Theophylline 250mg m/r tablet,1
c43r.,ASTTRT_COD,THEOPHYLLINE 300mg m/r capsules,1,ASTTRT_COD,Theophylline 300mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 300mg m/r capsules,1,ASTTRT_COD,Theophylline 300mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 300mg m/r capsules,1,ASTTRT_COD,Theophylline 300mg m/r capsule,1
c43s.,ASTTRT_COD,THEOPHYLLINE 60mg m/r capsules,1,ASTTRT_COD,Theophylline 60mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 60mg m/r capsules,1,ASTTRT_COD,Theophylline 60mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 60mg m/r capsules,1,ASTTRT_COD,Theophylline 60mg m/r capsule,1
c43t.,ASTTRT_COD,THEOPHYLLINE 125mg m/r capsules,1,ASTTRT_COD,Theophylline 125mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 125mg m/r capsules,1,ASTTRT_COD,Theophylline 125mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 125mg m/r capsules,1,ASTTRT_COD,Theophylline 125mg m/r capsule,1
c43u.,ASTTRT_COD,THEOPHYLLINE 250mg m/r capsules,1,ASTTRT_COD,Theophylline 250mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 250mg m/r capsules,1,ASTTRT_COD,Theophylline 250mg m/r capsule,1,ASTTRT_COD,THEOPHYLLINE 250mg m/r capsules,1,ASTTRT_COD,Theophylline 250mg m/r capsule,1
c43v.,ASTTRT_COD,THEOPHYLLINE 200mg m/r tablets,1,ASTTRT_COD,Theophylline 200mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 200mg m/r tablets,1,ASTTRT_COD,Theophylline 200mg m/r tablet,1,ASTTRT_COD,THEOPHYLLINE 200mg m/r tablets,1,ASTTRT_COD,Theophylline 200mg m/r tablet,1
